text,label
"wat de meerderheid er mede beoogt ' , namelijk verzekerd te zijn dat zij herkozen zal worden . , De wijze wetgevers hebben echter over ' thoofd gezien , dat zij zoodoende niet alleen de republikeinen maar ook de groote massa der bevolking tegen zich in het harnas jagen en dat , krachtens de bepalingen van dit ontwerp , zelfs de legitimisten en Orleanisten geringen kans van slagen hebben , terwijl men aan do Bonapartisten het onberekenbare voordeel verschaft ,",0
"daarvan openbaar , waarin o . a . de medegedeelde woorden voorkomen . Dat alles wordt als een / / vliegend blaadje "" verspreid door het i gansche kiesdistrict , dat den hoer Simonis heeft afgevaardigd . De niet ontwikkelde massa wordt daardoor om den tuin geleid ; en om daarin des te beter te slagen , wordt het officieele zittingsverslag een / / weefsel van Pruisische leugens "" genoemd . De vraag is , zoo eindigt het blad ,",0
"die ' t niet waren , j voorts graven , lords , grandes , markiezen en hunne respek ' tieve dames , loretten : een mengelmoes van Christenen , j Joden , Turken en Heidenen , en tusschen hen een massa lieve dartele kinderen , spelend te midden van de kosmopolische menigte . Op dat groote gemaskerde bal zag men menschen uit alk werelddeelen en hoorde men alle talen . Xiet Wiesbaden , Wiesbabel moest die plaats heeten . 11",1
"een luchtstroom kou vindéa , die den ballon niet over zea zou sturen , maar te - Te * "" Be * f - * - MJ 3 I U Toon hij dicht bij Hilversum wilde dalen , schoot een massa boeren toe , die naar hunne stemming te oordcelen , niet zeer welwillend gezind waren , zoodat de ballon door het uitwerpen van billast weder tot stijgen werd gebracht oa een eind verder in een knollenlaudwerd neergelaten , waar",1
"was geworden . Bjven Hilversum beproefde Godard of hij duur huoger te steigen een luchtstroom kon vinden , die den ballon niet over zee zou sturen , maar tevergeefs . Toen bij dicht bij Hilversum wilde dalen , schoot een massa boeren toe , die , naar hunne stemming te oordeelec , met zeer welwillend gezind waren , zoodat de ballon weder tot steigen werd gebracht en een eind verder in een knollenlaud werd mêrgelaten , waar eenige landlieden de",1
"was voor 5 mitlioeu gulden te koop . De Heer Wallner woonde da opstijging van Godard , in den tuin van het Paleis voor Volksvlijt , bij en hij beklaagt zich niet ten onrechte over het woest gedrang van de massa die buiten het Paleis verzameld was . Dat da reputatie van de familie Botjes tot zelfs in Oostenrijks hoofdstad zou doordringen , liet zich kwalijk voorzien . Aan ' t verblijf vau den Heer Wallner in Nederland heelt zij",1
", b ' proeven in een anderen luchtstroom te komen , ' tgeen evenwel niet gelukte . Hij besloot daarom te dalen ; dit geschiedde bij Hilversum . • Tot op korten afstand boven den grond gedaald , schoot een massa boeren toe , die , naar hun . houding te oordeelen , niet zeer welwillend gezind waren ; door ballast . uit te werpen , deed Godard daarom plotseling den ballon weder rijzen , om iets verder te dalen",1
". Boven Hilversum beproefde Godard of hij , door hooger te stijgen , een luchtstroom kon vinden , die den ballon niet over zee zou sturen , maar tevergeefs . Toen hij dicht bij Hilversum wilde dalen , schoot een massa boeren toe , die , naar hunne stemming teoordeelen , niet zeer welwillend gezind waren , zoodat de ballon door het uitwerpen van ballast weder tot stijgen werd gebracht en een eind verder in een knollenland werd neergelaten ,",1
"ballon te doen rijzen , beproeven in een anderen luchtstroom te komen , hetgeen evenwel niet gelukte . Hij besloot daarom te dalen ; dit geschiedde bij Hilversum . Tot op korten afstand boven den grond gedaald , schoot een massa boeren toe , die , naar hunne houding te oordeelen , niet zeer welwillend gezind waren ; door ballast uit te werpen , deed de heer Godard daarom plotseling den ballon weder rijzen , om iets verder te dalen",1
"niet bon die te geven , zoodat dc meerderheid , die in een helderziend oogenblik het keizer - j rijk krachtig had veroordeeld , zich zachtjes aan heeft overgeleverd aan de genade van dat keizerrijk . Inmiddels bewerkte men de massa door stelselmatig het land , dat naar een definitieven toestand hunkerde , in den on bepaalden voorloopigen toestand te laten . De stoutheid dezer partijgangers wast steeds . Le Prevost de Launay zinspeelde nog maar op den voorspoed onder",0
"venter , trien ren groote menigte , jong eu oud , sio . id aan te gapen . Toen hij daarop lang / aam naar huis terugkeerde , « as hij verbaasd e zien dal hij gevolgd werd door een massa straatjongens , op wier gelaat groo ' e spanning of verwachting te / • zen na - . — Wel , jongens , — vroeg de lord eindelijk — wat rilt gij van me ! ' — Die ia",1
", was voor 5 milliorn gulden te koop . De heer Wallner woonde do opstijging van Godard in den tuin van het Paleis voor Volksvlijt , bij en hij beklaagt zich niet ten onregte over het woest gedrang van de massa die buiten het Paleis verzameld was . l ) at de reputatie van de familie Botjes tot zelfs in Oostenrijks hoofdstad zou doordringen , liet zich kwalijk voorzien . Aan het verblijf van den heer Wallner in Nederland heeft",1
"zijn , ofschoon zjj hem aanvankelyk vergund hadden zich daar in veiligheid te stellen . Een gedeelte volks had de straat voor het telegraaf bureel bezet om te voorkomen , dat naar Zierikzee om hulp geseind werd . De grootste massa bleef op den veldwachter wachten en deed hem door de spitsroed . n loopen , toen hjj weer buiten kwam . De gemeente - veldwachter geraakte onder den voet , doch werl niet mishandeld . Anders verging het den",1
"speelt het zoogenaamde "" zcupien , "" brandewijn met suiker , bij de jonge paren zeer gezien , een belangrijke rol ; de kasteleins maken gocdo rekening . De spellen en tenten zijn ' s avonds te klein om de massa kermisbezoekers te kunnen bevatten en in de koflljhuizen wordt ten aanhoorc van een talrijk publiek prachtige ( ! ? ) muziek en zang geleverd . ; 1 - ; VARZIN 20 Sept Alhier werd de zer dagen het oogstfeest",1
"gassehe katholieke bevolking der stad als één man achter haar stond , gereed om bg duizendoa de ontworpen adressen tegen de ingediende wetsontwerpen te onderteekenen maar do uitslag beantwoordde niet aan die verwachting . Er kwam geen beweging onder de massa , welke men nu langs anderen weg voor de zaak poogt te winnen . Op die groote vergadering waar / / do vrionden der vrijheid , "" de / / strjjdera voor waarheid , vrijheid en recht "" ia",0
"een Parijzenaar . Neen , ik ben nog niet aan ' t einde ! In 1830 stonden de werklieden in Parijs — niet de Parijsche werklieden — tegen de Bourbons op en werden er 2000 doodgeschoten — onder die geheele massa waren slechts 73 Parijzenaars . In het provisioneela gouvernement dier dagen — van alle leden ééa — Parijzenaar . In 1848 , onder de republikeinen , die zich uit naam van Parijs tot bestuurders van Frankrijk opwierpen — één",1
"te voorspellen . „ Daar komt de stoomspuit ; nu sal ' t wel gauw gedaan wezen "" ! . . . Doch die velen geven nog te weinig den toon . Hun goed vertrouwen wordt niet gedeeld door de massa nieuwsgierigen , voor wie , gelijk wij vroeger reeds opmerkten , elke brand een publieke vermakelijkheid is . Wat is er dan aan te doen ? Onzes inziens zou ' t wenschelijk zijn , dat aan alle onverstandigen en",1
"de vrij sterka helling van hetgebargte naar beneden gingen , waren da boomen op een groote uitgestrektheid zwart vau vliegende vossen eu begonnen de jigérs te vuren . Ni een kwartier uurs bemerkten wij , d : it de geheele massa zich in beweging stelde . . Het bosch was ongeveer een en een halve mijl lang en over rijn geheale lengte en breedte was slecats ééne wolk van vossen zichtbaar . Op rijn minst ganomen waren daar vijftig duizend",1
"zij goen kans hoegenaamd hadden , om hunnen candidaat do overwinning te doen behalen . Men mag derhalve op goeden grond aannemen , dat het wachtwoord was : al kunnen wy de zege niet behalen , toch moot door de massa vertoon worden gemaakt . Hieruit volgt tevens , dat wij do volle sterkte der strijdkrachten , waarover onze tegenpartij thans kan beschikken , hebben leeren kennen . Wat betreft de ultramontanen , die hebben tegenwoordig hun hoogste standpunt bereikt",0
"„ excilement "" opgewekt van de bevolking der bloeieude steden en groote hofsteden aan de lyn gelegen . De 3e October werd als een „ hoiyday , , aangemerkt , weddingschappen werden aangegaan en ' t publiek verzamejde zich jn massa aan alle toegangspunten van de baan ; ' t geheel nam ' t karakter aan van een feestelijken strijd van nationale energie tegen ' t schijnbaar onmogelyke . Met hoera ' s werd de van signaal - vlaggen en",1
", inde . van mijn ledikant had gestaan . De pleister had hier de wi van het vuur . . houden — een feit , dat ik daaraan toeschreef , dal ch was . Bij dien n . uur een massa menschen , en velen van hen schenen een bijvonder gedeelte er van zeer naauwkeurig en i te onderzoeken . De woorden : „ vreemd ! zonderling ! "" en ■ dergelijke wekt » e mijne nieuwsgierigheid op . Ik",1
"aanstonds de eerste stoomboot in het stadje zou ainkomen . isaauwelijk * ivaren die woorden fcsproken of er ontstond eva geweldige drang naar de dour , en toen de moester van den grond , waarop hij door de steeds voortdrineende massa ven jongens was geworpen , verrees , genoegzaam weer bij kennis wai gekomen , om te kunnen weten of hij het zdt dan wel of hij een ander was , en een oog wierp d - jor het lokaal",1
"art 76 der grondwet te herzien , is thans echter geene sprake . De grenzen van ons kiesregt zijn , na 26 jaren , nog ruim genoeg ' , ja o verruim in verhouding tot de politieke rijpheid van de massa onzer natie . Herziening van den census echter , zooals deze in de kieswet van 1850 is geregeld , is allezins een aan de orde blijvend onderwerp . De noodzakelijkheid eener betere regeling , eener evenredig - making van",0
"uit de berichten van de departementen , met hoeveel ijver de bonapartisten werkzaam zijn ter bereiking van hun doel , en het wordt eiken dag duidelijker , dat , indien de monarchalen zich niet weten te verstaan , de groote massa der kiezers , die tot geene partij behooren en den regeeringsvorm slechts afbakenen naar de kansen , welke hij voor de welvaart des lands aanbiedt , zullen hebben te kiezen tusschen Republiek of Keizerrijk . » De verkiezingen voor",0
"Eerst was de heer Castellane aan ' t woord , die zich , zooals te verwachten was , tegen het algemeem stemregt verklaarde . De volkssouvereiniteit was z . i . een leugen ; als de souvereiniteit van de groote massa moest komen dan was er geen duurzaamheid te wachten , want de massa veranderde met den dag . Daarop besteeg de heer Ledru Rollin de tribune . Hij verklaarde zich tegen een beperking van het algemeen stemregt , want",0
"zooals te verwachten was , tegen het algemeem stemregt verklaarde . De volkssouvereiniteit was z . i . een leugen ; als de souvereiniteit van de groote massa moest komen dan was er geen duurzaamheid te wachten , want de massa veranderde met den dag . Daarop besteeg de heer Ledru Rollin de tribune . Hij verklaarde zich tegen een beperking van het algemeen stemregt , want dit moest alleen dienen om een der drie monarchien te herstellen . Er",0
"Rollin , nog tegen de wet gesproken de Heer Castellane , van de Eechterzijde . Hij veroordeelde de wet omdat zij te veel nog het algemeen stemrecht huldigde en ' t niet wenschelijk was , dat de / / revolutionaire massa / / zou vertegenwoordigd worden . Zeer heftige tooneelen hadden plaats in de zittingen van Maandag en Dinsdag , waarbij vooral de Bonapartisten , die zich door een der leden van de Linkerzijde beleedigd achtten , zich heftig weerden",0
"welwillend als toegift geschonken , terwijl ter eere der hier plaats hebbende vergadering van geleerden , het ïlo - Vivat "" de uitvoering vooraf ging en besloot . Het prachtige zomerweder vergrootte . het genot der digt zaamgevloeide menschen - massa , die zoowel van hier als elders waren opgekomen om van het zeldzame kunstgenot gebruik te maken . Wij wenschten wel dat eene herhaling van een dusdanigen avond nog in dezen zomer tot de mogelijkheden behoorde ; het zou",1
". Hij heeft | zijn taak als hoofd van den Franschen Staat meti den « rnst van een loijaal soldaat opgevat en door - | gezet . Hij heeft zoodoende zich door allen doen j eerbiedigen , en bij de massa dep Franschen de be - * geerte opgewekt om hem voor zeven jaren als Pre - ] sident te behouden , al gaat daarbij de wensch van velen ! gepaard , dat hij zich moge omringen door ministers die",0
"departementen , met hoeveel ijver de Bona | i « rtis ten werkzaam zijn ter bereiking van hun doel , en ket wordt eiken dag duidelijker , dat , indien de monarchalen zich niet weten te verstaan , de groote massa der kiezers , die tot geene partij belioore . ii en den regeringsvorm slechts beoordeelen naar do kansen , welke hij voor de welvaart des lands aanbiedt , lollen hebben te kiezen tussehen republiek of ke < aen -",0
"beginsel heette te vertegenwoordigen dat hij niet as toegedaan , zou zijne betrekking nederleggen . Met eene vergadering echter is het anders gesteld ; de gemeenschappelijke verantwoordelijkheid is oorzaak ' dat ook hier de individuele leden zich verschuilen achter de massa en de gemeenschappelijke fout de individuele fout absorbeert . De Nationale Vergadering verzet zich dan ook op allerlei wijzen tegen eene aftreding in den vorm van eene ontbinding . Een natuurlijk gevolg hiervan is , dat het volk de",0
"moeten zich morgen * » n stemming onthouden en al het mogelijke aanwenden om « Hen V an de stembus terug te houden . Dit is een politieke noodzakelijkheid en daarby een maatregel der doorzichtigheid : wy moeten ons in massa van stemming onthouden . Wy moeten verre vetwyJerd blijven van de 9 ' euibus der gewtlderaars , die onze vrijheden « jet voeten treden . Terwijl wy betere dagen ai wachten en ons met ' net de verkiezing inlaten",0
"zij tijd gehad hadden de planten te h scha , digen . Stervende van honger , van allo kanten vervolgd , in verwarring gebracht , vermoeid , besloten de gevleugelde phslatxenoin eenklaps , wat het ook kosten mocht , in massa neer te vallen . En vóór de zon was ondergegaan wan » de Akkers , de weiden , de heesters , de boomen geel geworden , verdwenen zij geheel en al onder het heirleger verslinders , dat zich overal",0
"wiggevaagd — leverde dit een zeldzaam schouwspel op . Op het Paleis , op de daken van de huizen in het Westeinde en het Oosteincie ten aantal menschen , in den tuin « ; en belangwekkende menigte en daarbuiten een massa volks , joelende en krioelende , en van tijd tot tijd luidruchtig , vooral als een kleine 10 cents lallon , als persiflage op den Meteore , de lucht doorklieft . Maar de tijd gaat voorbij . Reeds is",1
"de heeren Jacqui en de Boer doen hun best on daarom zonden wa gaarne zien , dat naast hnn gif - en degenstukken , zij ook eens ean proef namen met wat luchtiger wirk . Wollkht zulloa er onder hunae Massa van toeschouwers velen geTOudna worden , die een open oog hebban voor wat minder vreessliike toonealan en eea gretig oor voor gulle scherts . Het Duitsche rcpeitoira vooral veroorloof ! ; ia dene eene vrij ruime kenze .",1
"daarmede voortdurend bezig gahoudec , zoodat zich zekere afmatting heeft vertoond , zekere lauwheid , die gepaard gaat met het besef , dat in eane aangelegenheid als deze , overijling groot kwaad doet . Met dese quaestie laat zich do massa niet meer ia buweging brengen . Daarenboven komt hierbij nog in aanmerking , dat bij de partij der indepecdetten het plan is opgevat , om de confessioneele quaestie , voor zooverre die no * niet is beslecht , in",0
", de bijgeloovighpid van zijn landgenooten kennende , door een zijner ondergeschikten het gerucht verspreiden , dat de Pangeran fen gendroewo gevangen had en men dien bij hem zien kon . Toen zich daarop het volk uit den omtrek bij massa ' s rondom ' s Pangerans dalem verzameld had , vroeg hij den bezoekers wat zij verlangden . Op het antwoord , dat , zij den gendroewo wenschten te zien , zeide de Pangeran : „ o , ja",1
"heeft gemaakt met do democraten ca steeds van / / uitmergelor . de militaire lasten "" , / / onhoudbaren toestand "" , zoomede van ( / verdrukking des volks ter gunste van het militarismus spreekt , om op de massa te werken ! De leden der party van vooruitgang zullen hoogstwaarschijnlijk in herhaling vallen . Men onderstelt , dat zij by ' de behandeling der overige aiUtaire ontwerpen hetzelfde schouwspel zullen vertoonen als hot vorige jaar , namelyk dat",0
"reent door heel het , land gesteund te worden , bereidt zk - h c ? dÏR greoten verkiezingsstrijd bjj voorbaat voor ; ook de Bouapartisten neinen hiervoor bereids hunne Ksatregelen en doin ui het megeljjke om is groot * massa to doen goloovcn , dai Frankigk slechts heil te wachten heeft van . het horst » ! van het keizerrijk . Tot schier eindelooze commentaren gsf aanleiding els rede , welke door den Mi - Btslcr Ta » buitenlaudsclio",1
"zyner ondeige ' * ten het gerucht verapreiden , dat i_ ' e Pangeran een gen , ° "" ° o gevangen had en men dien by hem zien kon . Toen h daarop het volk uit den omtrek bjj massa ' s rondom "" "" garens dalem verzameld had , vroeg hjj den bezoekers * ij verlangden . Op het antwoord , dat ' » jj den genaroe - wenschten te zien , zeide de Pengeran : , ,",1
"te mishandelen . Gemeente en rijkspolitie waren ' s avonds wel aan den trein , om den genoemden persoon te beschermen , doch zij konden niet verhinderen , dat hij , even uit den trein komende , door een samengedrongen massa menschen werd aangevallen . Toch gelukte net hem weder in den trein plaats te nemen , waarna hij verder tot het station « rouw reisde , van waar hij zich per vaartuig naar Oldeboom nionut lat - . oj",1
"het Christendom eeuwen lang heeft geleerd en sommige vroegere kerkelijke lichamen in bepaalde forraulen hebben gegoten . Vooral sinds het algemeen stemrecht in dat kerkgenootschap de groote schare in beweging bracht , is de drukking van de zijde dier naderrollende massa zwaarder , de tegenstand daartegen sterker geworden . Zoo verkeeren de gemoederen daar in gisting , . zoo is er een tijd van spanning , van transitie waaruit men verlangt te geraken , sommigen • door het beginsel van",1
"zich van het bewind niet meester maken . Zeggen de radicalen : wy zijn in dit departement meester , waarom zouden wij dit niet toonen ? dan dient daartegen te worden opgemerkt , dat er overal in Frankrijk een vlottende massa is , wier opinie niet gevestigd is . Deze kan zich ieder oogenblik van de Republiek afwenden . Men bedenke toch , dat het Keizerrijk bij het plebiscit van 1870 nog 7 , 500 , 000 stemmen kreeg .",0
"en dwaasheden te begaan . Neen — roept de Temps uit — de republiek , die nu de meerderheid heeft , zal die verliezen door zulke daden ; overal en in de eerste plaats in Prankrijk bevindt zich een vlottende massa , die alleen door eigenbelang wordt geleid en zich even spoedig van de republiek kan verwijderen als zij zich er voor verklaard heeft . Men vergeet te veel dat het plebisciet in 1870 7 , 500 , 000 stemmen",0
"wel 6 voor de eisenachsche fractie der kleine burgerij en 2 voor de talrijkste nationale sociaal - democratisch » partij . De saksische regerings - politiek heeft goed » vruchten gedragen ; de vervolgingen en verbanningen werden door de blinde massa veroordeeld De Volksbote , onlangs nog vervolgd voor een uit de Frankfurter Zeitung afgedrukt artikel over koning Johan , kan juichen . De 60 . 000 noemers met dat stuk werden niet te vergeeft verspreid . In 1871 beschikte",0
"veroorloofd , dat hij eene gelegenheidsrede heeft gehouden , waarvan de inhoud zeer goed te begrijpen is , al verstaat men ar geen syllabe van . Na die rede werd regtsoinkeert gekommandeerd , en eenige minuten lang bleef de geheele massa roerloos , om de photographen , tegenover de tribune geplaatst , in de gelegenheid te stellen een beeld van de groop te nemen . Hoe dat beeld is uitgevallen . , he > be : t w . j",1
"jacht geeft een teeken en de olifanten naderen den circus ; een rij van olifanten , onder geleide van hunne cornacs , omsingeld den stoet en sluit den weg voor het publiek af . Een oorverdoovende juichkreet stijgt uit de massa op ; het volk is dol van vreugde ; de in den regel zoo kalme , flegmatieke en goedaardige Birmanen geven zich thans aan allerlei buitensporige vreugdebedrijven over . Al het volk vormt ééne enkele massa , springt over",1
